video_id,nicho_tribu,producto_mercadona,titulo,hashtags,url_video,fecha_publicacion,vistas,likes,comentarios
V06842,Conveniente/Express,Lasaña de Carne Refrigerada,Cena por Menos de 5€ y en 5 Minutos,"#comidapreparada, #express, #mercadona",https://www.tiktok.com/@quickmeals_es/video/751610191684536919,2025-07-05 14:04:48,92078,5977,403
V06843,Conveniente/Express,Bandeja de Sushi,Cena por Menos de 5€ y en 5 Minutos,"#rapido, #comidapreparada, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/775275236475611442,2025-10-17 14:04:48,151988,4048,601
V06844,Vegano,Bebida de Avena BIO,Tofu Revuelto Épico,"#recetasveganas, #vegano, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/778602256707713517,2025-09-04 14:04:48,43188,1002,50
V06845,Gym Enthusiast,Crema de Cacahuete Natural,Receta Post-Entreno Proteica,"#fitness, #mercadona, #mercadona, #hacendado, #cremadecacahuetenatural",https://www.tiktok.com/@gymfoodie/video/794048858011304880,2025-07-28 14:04:48,167896,5399,731
V06846,Conveniente/Express,Tortilla de Patatas Envasada,Tuppers de la Semana para Solteros,"#express, #rapido, #mercadona",https://www.tiktok.com/@quickmeals_es/video/722099467338126612,2025-07-10 14:04:48,28530,2007,179
V06847,Vegano,Hamburguesas Vegetales (Sabor X),Tofu Revuelto Épico,"#plantbased, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/787443916063795525,2025-06-08 14:04:48,31085,1039,72
V06848,Eco-Friendly,Detergente Ecológico,Mi Compra a Granel,"#plasticfree, #bio, #productosverdes, #hacendado, #detergenteecológico",https://www.tiktok.com/@eco_hacks/video/790024981064790541,2025-09-10 14:04:48,46827,2722,299
V06849,Gym Enthusiast,Queso Fresco Batido 0%,La Mejor Proteína Barata de Hacendado,"#mercadona, #proteina, #fitness, #gymtok",https://www.tiktok.com/@gymfoodie/video/778975597897877851,2025-08-13 14:04:48,141294,9259,600
V06850,Eco-Friendly,Arroz Integral BIO,Mi Compra a Granel,"#ecofriendly, #zerowaste, #plasticfree, #sostenible",https://www.tiktok.com/@eco_hacks/video/763386400979209252,2025-08-20 14:04:48,7509,506,60
V06851,Celíaco/Intolerancias,Galletas de Arroz,Pan Sin Gluten que Sabe a Pan Real,"#glutenfree, #singluten, #hacendado, #galletasdearroz",https://www.tiktok.com/@celiaco_reviews/video/797638544857478639,2025-08-08 14:04:48,27646,1921,286
V06852,Celíaco/Intolerancias,Leche Sin Lactosa,Pan Sin Gluten que Sabe a Pan Real,"#celiaco, #singluten, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/723628342193736077,2025-06-21 14:04:48,14599,342,46
V06853,Vegano,Tofu Ecológico Hacendado,Postres Veganos Ricos y Rápidos,"#vegano, #plantbased, #hacendado",https://www.tiktok.com/@veganlife_es/video/747467409112578528,2025-08-31 14:04:48,94868,2563,367
V06854,Eco-Friendly,Arroz Integral BIO,Alternativas Sostenibles en el Baño,"#bio, #plasticfree",https://www.tiktok.com/@eco_hacks/video/792492318232981365,2025-05-18 14:04:48,17885,760,86
V06855,Familia Numerosa,Pasta Espagueti (1kg),Tuppers para Toda la Semana Familiar,"#comprasemanal, #granel, #organizacion, #recetasencasa",https://www.tiktok.com/@misfamiliafood/video/733318615016988598,2025-08-21 14:04:48,11478,757,80
V06856,Gym Enthusiast,Crema de Cacahuete Natural,Receta Post-Entreno Proteica,"#fitness, #volumen, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/780076344587760394,2025-11-10 14:04:48,32362,922,116
V06857,Gym Enthusiast,Queso Fresco Batido 0%,Receta Post-Entreno Proteica,"#recetasfit, #gymtok, #fitness, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/712617697394303071,2025-06-22 14:04:48,199932,10002,1283
V06858,Conveniente/Express,Tortilla de Patatas Envasada,Platos Preparados que Valen la Pena,"#express, #rapido, #cenafacil, #comidapreparada, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/745766454332588092,2025-10-04 14:04:48,62020,4034,487
V06859,Vegano,Bebida de Avena BIO,Tofu Revuelto Épico,"#singluten, #vegano, #recetasveganas, #mercadona",https://www.tiktok.com/@veganlife_es/video/798070341518558296,2025-11-10 14:04:48,10644,591,77
V06860,Celíaco/Intolerancias,Pan Tostado Sin Gluten,Pan Sin Gluten que Sabe a Pan Real,"#apto, #celiaco, #intolerancia, #mercadona, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/798003537717069314,2025-05-25 14:04:48,26350,1011,73
V06861,Conveniente/Express,Bandeja de Sushi,Cena por Menos de 5€ y en 5 Minutos,"#express, #cenafacil, #comidapreparada, #bandejadesushi",https://www.tiktok.com/@quickmeals_es/video/755274766529720418,2025-08-12 14:04:48,25816,922,94
V06862,Eco-Friendly,Detergente Ecológico,Mi Compra a Granel,"#sostenible, #bio, #mercadona, #hacendado, #detergenteecológico",https://www.tiktok.com/@eco_hacks/video/728126440497129771,2025-07-05 14:04:48,23666,1837,123
V06863,Gym Enthusiast,Queso Fresco Batido 0%,Receta Post-Entreno Proteica,"#mercadona, #recetasfit, #volumen",https://www.tiktok.com/@gymfoodie/video/705610971303392022,2025-08-04 14:04:48,89895,4811,610
V06864,Gym Enthusiast,Claras de Huevo,Receta Post-Entreno Proteica,"#fitness, #gymtok, #mercadona, #mercadona",https://www.tiktok.com/@gymfoodie/video/707110691204841912,2025-09-15 14:04:48,150328,9991,785
V06865,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Recetas de Pasta que Encantan a Todos,"#comprasemanal, #recetasencasa, #granel, #familia",https://www.tiktok.com/@misfamiliafood/video/781030057446302357,2025-08-09 14:04:48,5367,110,16
V06866,Gym Enthusiast,Pechuga de Pavo Loncheada,Cena FIT en 10 minutos,"#gymtok, #volumen, #mercadona, #recetasfit",https://www.tiktok.com/@gymfoodie/video/756489987485538459,2025-08-31 14:04:48,124344,8630,1207
V06867,Celíaco/Intolerancias,Pan Tostado Sin Gluten,Pan Sin Gluten que Sabe a Pan Real,"#intolerancia, #singluten, #celiaco, #sinlactosa, #pantostadosingluten",https://www.tiktok.com/@celiaco_reviews/video/785057090582574736,2025-06-02 14:04:48,36429,1138,165
V06868,Conveniente/Express,Tortilla de Patatas Envasada,Platos Preparados que Valen la Pena,"#comidapreparada, #express, #soltero, #cenafacil",https://www.tiktok.com/@quickmeals_es/video/797690336599712250,2025-07-31 14:04:48,116396,6293,535
V06869,Gourmet/Premium,Aceite de Oliva Virgen Extra (AOVE) Selección,Catando el Queso Manchego Curado,"#jamon, #gourmet, #delicatessen, #cata, #mercadona, #hacendado, #aceitedeolivavirgenextra",https://www.tiktok.com/@gourmet_reviews/video/723171277024767957,2025-09-29 14:04:48,5564,183,16
V06870,Vegano,Garbanzos Cocidos (Bote),Alternativas Vegetales TOP en el Súper,"#plantbased, #mercadona, #singluten, #mercadona",https://www.tiktok.com/@veganlife_es/video/757795657317790657,2025-07-18 14:04:48,130605,3600,476
V06871,Gym Enthusiast,Crema de Cacahuete Natural,Cena FIT en 10 minutos,"#gymtok, #volumen, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/794536621240992181,2025-08-26 14:04:48,110228,8710,908
V06872,Vegano,Tofu Ecológico Hacendado,Alternativas Vegetales TOP en el Súper,"#singluten, #tofu, #mercadona, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/704613514984648846,2025-05-18 14:04:48,25328,1150,132
V06873,Conveniente/Express,Pizza Congelada Variada,Platos Preparados que Valen la Pena,"#cenafacil, #soltero, #ahorratiempo, #comidapreparada, #mercadona",https://www.tiktok.com/@quickmeals_es/video/761472764866451893,2025-07-13 14:04:48,124962,9060,481
V06874,Eco-Friendly,Huevos Ecológicos (L),Productos Zero Waste de Mercadona,"#ecofriendly, #sostenible, #productosverdes, #bio, #mercadona",https://www.tiktok.com/@eco_hacks/video/757390299920202601,2025-07-19 14:04:48,38190,1557,89
V06875,Gym Enthusiast,Queso Fresco Batido 0%,La Mejor Proteína Barata de Hacendado,"#mercadona, #fitness, #gymtok, #mercadona",https://www.tiktok.com/@gymfoodie/video/780734041952047984,2025-09-08 14:04:48,113752,6510,826
V06876,Vegano,Tofu Ecológico Hacendado,Tofu Revuelto Épico,"#singluten, #mercadona, #plantbased, #hacendado, #tofuecológicohacendado",https://www.tiktok.com/@veganlife_es/video/714397540726624462,2025-10-21 14:04:48,126282,4473,630
V06877,Celíaco/Intolerancias,Pan Tostado Sin Gluten,Postres aptos para Celíacos,"#singluten, #sinlactosa, #mercadona",https://www.tiktok.com/@celiaco_reviews/video/780343986145518798,2025-11-02 14:04:48,46211,3677,237
V06878,Vegano,Garbanzos Cocidos (Bote),Alternativas Vegetales TOP en el Súper,"#singluten, #plantbased, #vegano, #hacendado",https://www.tiktok.com/@veganlife_es/video/774967436073229840,2025-08-11 14:04:48,88952,3726,284
V06879,Eco-Friendly,Champú Sólido,Mi Compra a Granel,"#zerowaste, #ecofriendly, #bio, #mercadona",https://www.tiktok.com/@eco_hacks/video/773032360437487314,2025-05-20 14:04:48,46508,2730,297
V06880,Vegano,Hamburguesas Vegetales (Sabor X),Tofu Revuelto Épico,"#recetasveganas, #singluten, #mercadona",https://www.tiktok.com/@veganlife_es/video/703222855663587701,2025-08-01 14:04:48,30216,1883,147
V06881,Gym Enthusiast,Crema de Cacahuete Natural,La Mejor Proteína Barata de Hacendado,"#fitness, #volumen, #mercadona, #recetasfit, #mercadona",https://www.tiktok.com/@gymfoodie/video/743491089876018425,2025-09-04 14:04:48,146247,9836,521
V06882,Gym Enthusiast,Crema de Cacahuete Natural,La Mejor Proteína Barata de Hacendado,"#fitness, #proteina, #mercadona",https://www.tiktok.com/@gymfoodie/video/770409305075782472,2025-06-07 14:04:48,49431,2771,259
V06883,Gym Enthusiast,Claras de Huevo,Receta Post-Entreno Proteica,"#volumen, #gymtok, #fitness, #mercadona, #clarasdehuevo",https://www.tiktok.com/@gymfoodie/video/726530374113006941,2025-07-03 14:04:48,82570,3668,203
V06884,Gourmet/Premium,Chocolate 85% Cacao,Aceite de Oliva AOVE: El Test,"#gourmet, #cata, #delicatessen, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/791898901622031606,2025-11-06 14:04:48,44785,1137,58
V06885,Gym Enthusiast,Pechuga de Pavo Loncheada,Cena FIT en 10 minutos,"#volumen, #mercadona, #mercadona",https://www.tiktok.com/@gymfoodie/video/739335323110106935,2025-06-10 14:04:48,169632,11275,1007
V06886,Eco-Friendly,Huevos Ecológicos (L),Productos Zero Waste de Mercadona,"#sostenible, #productosverdes, #hacendado",https://www.tiktok.com/@eco_hacks/video/723601123409060061,2025-06-23 14:04:48,29615,2227,146
V06887,Gourmet/Premium,Chocolate 85% Cacao,Catando el Queso Manchego Curado,"#cata, #jamon, #aove, #delicatessen",https://www.tiktok.com/@gourmet_reviews/video/769562153126881633,2025-05-27 14:04:48,14679,336,25
V06888,Conveniente/Express,Pizza Congelada Variada,Platos Preparados que Valen la Pena,"#cenafacil, #comidapreparada, #mercadona",https://www.tiktok.com/@quickmeals_es/video/738844864678384324,2025-08-24 14:04:48,187880,9907,957
V06889,Familia Numerosa,Huevos Talla L (Docena),Tuppers para Toda la Semana Familiar,"#comprasemanal, #organizacion, #packahorro, #recetasencasa, #hacendado, #huevostallal",https://www.tiktok.com/@misfamiliafood/video/709813083315288456,2025-07-20 14:04:48,24619,1237,96
V06890,Eco-Friendly,Bolsas Reutilizables Fruta,Productos Zero Waste de Mercadona,"#sostenible, #productosverdes",https://www.tiktok.com/@eco_hacks/video/796483223411484751,2025-06-06 14:04:48,49213,2951,218
V06891,Familia Numerosa,Pasta Espagueti (1kg),Compra Mensual en Mercadona (MAXI CESTA),"#packahorro, #comprasemanal, #granel, #recetasencasa, #mercadona, #pastaespagueti",https://www.tiktok.com/@misfamiliafood/video/768555760001080899,2025-07-27 14:04:48,25482,890,100
V06892,Familia Numerosa,Arroz Redondo (Saco 5kg),Tuppers para Toda la Semana Familiar,"#recetasencasa, #packahorro, #familia, #granel, #mercadona, #arrozredondo",https://www.tiktok.com/@misfamiliafood/video/757063157473656619,2025-09-16 14:04:48,42432,2743,298
V06893,Conveniente/Express,Lasaña de Carne Refrigerada,Tuppers de la Semana para Solteros,"#soltero, #ahorratiempo, #comidapreparada",https://www.tiktok.com/@quickmeals_es/video/712440494471840401,2025-09-22 14:04:48,93788,7283,682
V06894,Gym Enthusiast,Queso Fresco Batido 0%,Receta Post-Entreno Proteica,"#proteina, #volumen",https://www.tiktok.com/@gymfoodie/video/716382757016984114,2025-09-16 14:04:48,99824,5115,495
V06895,Gourmet/Premium,Aceite de Oliva Virgen Extra (AOVE) Selección,Catando el Queso Manchego Curado,"#jamon, #gourmet, #aove, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/780393986259430602,2025-08-12 14:04:48,9767,474,57
V06896,Eco-Friendly,Bolsas Reutilizables Fruta,Alternativas Sostenibles en el Baño,"#sostenible, #ecofriendly, #productosverdes, #mercadona",https://www.tiktok.com/@eco_hacks/video/764585375731554839,2025-05-22 14:04:48,47582,2874,313
V06897,Vegano,Hamburguesas Vegetales (Sabor X),Postres Veganos Ricos y Rápidos,"#tofu, #singluten, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/787613621179416802,2025-09-26 14:04:48,53330,2885,372
V06898,Conveniente/Express,Ensalada Completa Lista para Comer,Cena por Menos de 5€ y en 5 Minutos,"#cenafacil, #comidapreparada, #ahorratiempo, #hacendado",https://www.tiktok.com/@quickmeals_es/video/726431685206161622,2025-07-01 14:04:48,147900,6849,376
V06899,Conveniente/Express,Pizza Congelada Variada,Platos Preparados que Valen la Pena,"#soltero, #express, #mercadona",https://www.tiktok.com/@quickmeals_es/video/758857758834105307,2025-06-07 14:04:48,98968,7623,813
V06900,Gourmet/Premium,Queso Curado Añejo,Aceite de Oliva AOVE: El Test,"#recetapremium, #jamon, #cata",https://www.tiktok.com/@gourmet_reviews/video/798343014340637837,2025-11-04 14:04:48,15447,570,79
V06901,Vegano,Hummus Clásico,Tofu Revuelto Épico,"#tofu, #plantbased",https://www.tiktok.com/@veganlife_es/video/772689850908123705,2025-09-10 14:04:48,183345,12950,1377
V06902,Vegano,Tofu Ecológico Hacendado,Tofu Revuelto Épico,"#vegano, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/788536325896996438,2025-07-16 14:04:48,131465,3753,232
V06903,Vegano,Hummus Clásico,Alternativas Vegetales TOP en el Súper,"#plantbased, #recetasveganas, #singluten, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/729695652348548700,2025-07-09 14:04:48,167820,3690,432
V06904,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#recetasfit, #mercadona, #fitness, #volumen, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/748748923011098925,2025-05-26 14:04:48,70904,3703,364
V06905,Vegano,Tofu Ecológico Hacendado,Tofu Revuelto Épico,"#tofu, #vegano, #recetasveganas, #mercadona, #hacendado",https://www.tiktok.com/@veganlife_es/video/746204968467778824,2025-05-28 14:04:48,75852,4855,291
V06906,Celíaco/Intolerancias,Pan de Molde Sin Gluten,Pan Sin Gluten que Sabe a Pan Real,"#apto, #glutenfree, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/762309742062629051,2025-11-06 14:04:48,48120,2888,362
V06907,Eco-Friendly,Champú Sólido,Mi Compra a Granel,"#productosverdes, #ecofriendly, #sostenible, #mercadona",https://www.tiktok.com/@eco_hacks/video/744747916280180217,2025-10-20 14:04:48,27404,861,69
V06908,Eco-Friendly,Arroz Integral BIO,Alternativas Sostenibles en el Baño,"#productosverdes, #bio, #mercadona, #arrozintegralbio",https://www.tiktok.com/@eco_hacks/video/759104676649678644,2025-08-19 14:04:48,27158,555,70
V06909,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),Cena FIT en 10 minutos,"#proteina, #mercadona, #fitness, #mercadona",https://www.tiktok.com/@gymfoodie/video/747940193329920677,2025-09-16 14:04:48,74054,5336,532
V06910,Gourmet/Premium,Aceite de Oliva Virgen Extra (AOVE) Selección,Catando el Queso Manchego Curado,"#aove, #recetapremium, #cata, #delicatessen, #mercadona, #hacendado",https://www.tiktok.com/@gourmet_reviews/video/784314959906534497,2025-08-25 14:04:48,35667,2147,246
V06911,Conveniente/Express,Bandeja de Sushi,Cena por Menos de 5€ y en 5 Minutos,"#ahorratiempo, #comidapreparada",https://www.tiktok.com/@quickmeals_es/video/759445994063730789,2025-07-26 14:04:48,128344,5100,486
V06912,Conveniente/Express,Lasaña de Carne Refrigerada,Cena por Menos de 5€ y en 5 Minutos,"#rapido, #soltero, #mercadona, #hacendado",https://www.tiktok.com/@quickmeals_es/video/797609684571237075,2025-07-10 14:04:48,79692,5178,374
V06913,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Recetas de Pasta que Encantan a Todos,"#comprasemanal, #granel, #recetasencasa, #packahorrodelecheentera",https://www.tiktok.com/@misfamiliafood/video/767117899241092430,2025-09-26 14:04:48,46129,990,148
V06914,Celíaco/Intolerancias,Pan de Molde Sin Gluten,Pan Sin Gluten que Sabe a Pan Real,"#celiaco, #singluten, #mercadona",https://www.tiktok.com/@celiaco_reviews/video/736257405724272388,2025-10-09 14:04:48,6386,212,12
V06915,Eco-Friendly,Champú Sólido,Productos Zero Waste de Mercadona,"#zerowaste, #sostenible, #plasticfree, #mercadona, #hacendado, #champúsólido",https://www.tiktok.com/@eco_hacks/video/790316429780781548,2025-09-15 14:04:48,32476,1863,109
V06916,Eco-Friendly,Bolsas Reutilizables Fruta,Productos Zero Waste de Mercadona,"#bio, #productosverdes, #bolsasreutilizablesfruta",https://www.tiktok.com/@eco_hacks/video/751741039687475651,2025-05-22 14:04:48,12544,253,30
V06917,Familia Numerosa,Arroz Redondo (Saco 5kg),Recetas de Pasta que Encantan a Todos,"#organizacion, #recetasencasa, #mercadona, #hacendado",https://www.tiktok.com/@misfamiliafood/video/721766609439517501,2025-07-20 14:04:48,38240,2618,316
V06918,Conveniente/Express,Bandeja de Sushi,Cena por Menos de 5€ y en 5 Minutos,"#comidapreparada, #soltero, #mercadona",https://www.tiktok.com/@quickmeals_es/video/743145530272553697,2025-08-22 14:04:48,53436,3287,176
V06919,Conveniente/Express,Bandeja de Sushi,Platos Preparados que Valen la Pena,"#comidapreparada, #cenafacil, #ahorratiempo, #mercadona",https://www.tiktok.com/@quickmeals_es/video/796359053243141514,2025-09-30 14:04:48,100295,3216,306
V06920,Familia Numerosa,Detergente Lavadora Formato XL,Tuppers para Toda la Semana Familiar,"#packahorro, #comprasemanal, #granel, #mercadona",https://www.tiktok.com/@misfamiliafood/video/784447328989486927,2025-07-07 14:04:48,27790,2108,138
V06921,Celíaco/Intolerancias,Leche Sin Lactosa,Mi Compra CERO LACTOSA,"#glutenfree, #apto, #intolerancia, #celiaco, #hacendado",https://www.tiktok.com/@celiaco_reviews/video/774618094741172247,2025-05-14 14:04:48,19417,1248,158
V06922,Vegano,Garbanzos Cocidos (Bote),Postres Veganos Ricos y Rápidos,"#mercadona, #tofu, #vegano, #mercadona, #garbanzoscocidos",https://www.tiktok.com/@veganlife_es/video/769830353342603528,2025-08-06 14:04:48,20112,404,44
V06923,Gourmet/Premium,Vino Tinto Reserva,Aceite de Oliva AOVE: El Test,"#gourmet, #cata, #jamon, #delicatessen, #mercadona",https://www.tiktok.com/@gourmet_reviews/video/752596832889237944,2025-07-09 14:04:48,44728,1772,253
V06924,Eco-Friendly,Champú Sólido,Alternativas Sostenibles en el Baño,"#plasticfree, #zerowaste, #productosverdes, #sostenible, #mercadona, #hacendado, #champúsólido",https://www.tiktok.com/@eco_hacks/video/720245104718889157,2025-06-25 14:04:48,6024,454,67
V06925,Familia Numerosa,Pasta Espagueti (1kg),Recetas de Pasta que Encantan a Todos,"#recetasencasa, #granel, #organizacion, #mercadona",https://www.tiktok.com/@misfamiliafood/video/753848026017551187,2025-10-05 14:04:48,37135,2070,285
V06926,Eco-Friendly,Huevos Ecológicos (L),Alternativas Sostenibles en el Baño,"#bio, #sostenible, #ecofriendly, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/733244495178302151,2025-10-27 14:04:48,17606,606,48
V06927,Conveniente/Express,Tortilla de Patatas Envasada,Platos Preparados que Valen la Pena,"#rapido, #comidapreparada",https://www.tiktok.com/@quickmeals_es/video/723468921020880008,2025-10-15 14:04:48,137690,6807,454
V06928,Eco-Friendly,Huevos Ecológicos (L),Mi Compra a Granel,"#sostenible, #ecofriendly, #zerowaste, #bio, #hacendado",https://www.tiktok.com/@eco_hacks/video/773454309916072634,2025-11-01 14:04:48,33914,1582,129
V06929,Vegano,Garbanzos Cocidos (Bote),Postres Veganos Ricos y Rápidos,"#singluten, #vegano, #recetasveganas, #garbanzoscocidos",https://www.tiktok.com/@veganlife_es/video/780026763374449478,2025-05-23 14:04:48,67564,2491,268
V06930,Familia Numerosa,Huevos Talla L (Docena),Compra Mensual en Mercadona (MAXI CESTA),"#granel, #packahorro, #familia, #mercadona",https://www.tiktok.com/@misfamiliafood/video/757083442791816681,2025-07-15 14:04:48,39396,1753,223
V06931,Familia Numerosa,Arroz Redondo (Saco 5kg),Tuppers para Toda la Semana Familiar,"#granel, #recetasencasa, #comprasemanal, #mercadona, #hacendado",https://www.tiktok.com/@misfamiliafood/video/756334028816278784,2025-10-26 14:04:48,27268,1857,144
V06932,Vegano,Garbanzos Cocidos (Bote),Postres Veganos Ricos y Rápidos,"#vegano, #recetasveganas, #plantbased",https://www.tiktok.com/@veganlife_es/video/710463524373001474,2025-07-19 14:04:48,145440,7672,1085
V06933,Eco-Friendly,Huevos Ecológicos (L),Alternativas Sostenibles en el Baño,"#ecofriendly, #zerowaste, #plasticfree, #productosverdes, #huevosecológicos",https://www.tiktok.com/@eco_hacks/video/773787855014236270,2025-07-11 14:04:48,44878,1520,196
V06934,Conveniente/Express,Lasaña de Carne Refrigerada,Platos Preparados que Valen la Pena,"#express, #ahorratiempo, #cenafacil, #hacendado",https://www.tiktok.com/@quickmeals_es/video/772445359662375936,2025-06-18 14:04:48,190455,8507,1193
V06935,Familia Numerosa,Pasta Espagueti (1kg),Compra Mensual en Mercadona (MAXI CESTA),"#comprasemanal, #recetasencasa, #hacendado",https://www.tiktok.com/@misfamiliafood/video/789075923217580092,2025-10-12 14:04:48,40819,2194,195
V06936,Familia Numerosa,Pack Ahorro de Leche Entera (6L),Recetas de Pasta que Encantan a Todos,"#granel, #recetasencasa, #familia",https://www.tiktok.com/@misfamiliafood/video/795312335457418000,2025-07-19 14:04:48,6086,389,55
V06937,Familia Numerosa,Huevos Talla L (Docena),Tuppers para Toda la Semana Familiar,"#packahorro, #comprasemanal, #recetasencasa, #granel, #mercadona",https://www.tiktok.com/@misfamiliafood/video/786955657122493573,2025-11-07 14:04:48,12437,321,43
V06938,Gym Enthusiast,Pechuga de Pavo Loncheada,Cena FIT en 10 minutos,"#proteina, #mercadona, #recetasfit, #fitness, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/711068032994614530,2025-09-15 14:04:48,147385,9025,729
V06939,Gym Enthusiast,Pechuga de Pavo Loncheada,Cena FIT en 10 minutos,"#mercadona, #gymtok, #proteina, #volumen, #hacendado",https://www.tiktok.com/@gymfoodie/video/764045061538124243,2025-08-13 14:04:48,124185,3062,167
V06940,Vegano,Bebida de Avena BIO,Tofu Revuelto Épico,"#mercadona, #singluten, #recetasveganas",https://www.tiktok.com/@veganlife_es/video/749185175006060077,2025-05-29 14:04:48,49960,1826,136
V06941,Familia Numerosa,Arroz Redondo (Saco 5kg),Tuppers para Toda la Semana Familiar,"#granel, #packahorro, #mercadona",https://www.tiktok.com/@misfamiliafood/video/790233192457873642,2025-07-15 14:04:48,29736,1175,103
V06942,Celíaco/Intolerancias,Galletas de Arroz,Pan Sin Gluten que Sabe a Pan Real,"#apto, #celiaco, #intolerancia, #glutenfree, #hacendado, #galletasdearroz",https://www.tiktok.com/@celiaco_reviews/video/751176205206287032,2025-11-07 14:04:48,46517,2640,196
V06943,Gym Enthusiast,Barrita de Proteínas (Sabor Varios),La Mejor Proteína Barata de Hacendado,"#gymtok, #mercadona, #proteina, #volumen, #mercadona",https://www.tiktok.com/@gymfoodie/video/757680378496395749,2025-05-26 14:04:48,94530,5957,318
V06944,Eco-Friendly,Huevos Ecológicos (L),Alternativas Sostenibles en el Baño,"#zerowaste, #sostenible, #bio, #productosverdes, #mercadona, #hacendado",https://www.tiktok.com/@eco_hacks/video/787100076016462754,2025-07-05 14:04:48,23403,1830,146
V06945,Gym Enthusiast,Pechuga de Pavo Loncheada,La Mejor Proteína Barata de Hacendado,"#volumen, #gymtok, #mercadona, #fitness, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/726263670871844990,2025-09-26 14:04:48,123300,5044,735
V06946,Vegano,Garbanzos Cocidos (Bote),Postres Veganos Ricos y Rápidos,"#mercadona, #tofu, #mercadona",https://www.tiktok.com/@veganlife_es/video/730884836602225272,2025-07-28 14:04:48,38765,2607,357
V06947,Vegano,Hamburguesas Vegetales (Sabor X),Tofu Revuelto Épico,"#tofu, #vegano, #plantbased, #mercadona",https://www.tiktok.com/@veganlife_es/video/728552377912957565,2025-10-21 14:04:48,178448,11762,1149
V06948,Conveniente/Express,Pizza Congelada Variada,Tuppers de la Semana para Solteros,"#comidapreparada, #cenafacil, #ahorratiempo, #rapido",https://www.tiktok.com/@quickmeals_es/video/766183156029081181,2025-10-27 14:04:48,47661,2612,136
V06949,Familia Numerosa,Detergente Lavadora Formato XL,Tuppers para Toda la Semana Familiar,"#recetasencasa, #organizacion, #granel, #mercadona, #hacendado, #detergentelavadoraformatoxl",https://www.tiktok.com/@misfamiliafood/video/712518815431634723,2025-06-01 14:04:48,31917,1858,168
V06950,Vegano,Hamburguesas Vegetales (Sabor X),Alternativas Vegetales TOP en el Súper,"#mercadona, #singluten, #tofu, #plantbased, #mercadona",https://www.tiktok.com/@veganlife_es/video/787472966718810381,2025-07-25 14:04:48,45276,2672,400
V06951,Vegano,Tofu Ecológico Hacendado,Tofu Revuelto Épico,"#vegano, #tofu, #mercadona, #tofuecológicohacendado",https://www.tiktok.com/@veganlife_es/video/764264417554415729,2025-07-03 14:04:48,61647,2715,311
V06952,Familia Numerosa,Pasta Espagueti (1kg),Recetas de Pasta que Encantan a Todos,"#granel, #comprasemanal, #pastaespagueti",https://www.tiktok.com/@misfamiliafood/video/797280406693330198,2025-07-17 14:04:48,5359,359,32
V06953,Gym Enthusiast,Queso Fresco Batido 0%,La Mejor Proteína Barata de Hacendado,"#volumen, #gymtok, #hacendado",https://www.tiktok.com/@gymfoodie/video/753374140991307801,2025-07-03 14:04:48,66865,4476,237
V06954,Conveniente/Express,Tortilla de Patatas Envasada,Platos Preparados que Valen la Pena,"#comidapreparada, #soltero, #express, #hacendado",https://www.tiktok.com/@quickmeals_es/video/768543670872789730,2025-10-07 14:04:48,19164,1096,127
V06955,Gym Enthusiast,Crema de Cacahuete Natural,La Mejor Proteína Barata de Hacendado,"#volumen, #fitness, #gymtok, #mercadona, #mercadona, #hacendado",https://www.tiktok.com/@gymfoodie/video/764878772814077458,2025-09-04 14:04:48,174416,10971,645
V06956,Vegano,Garbanzos Cocidos (Bote),Postres Veganos Ricos y Rápidos,"#mercadona, #vegano, #recetasveganas, #plantbased, #hacendado",https://www.tiktok.com/@veganlife_es/video/741733678878376474,2025-10-16 14:04:48,124440,8198,420
